Date,Unit,Target SFC,Actual SFC,Target Heat Rate,Actual Heat Rate
2025-06-21,Unit 3,455,454.86,2950,2940.28
2025-06-22,Unit 1,455,448.64,2950,2927.68
2025-06-22,Unit 2,455,451.96,2950,2932.39
2025-06-22,Unit 3,455,455.32,2950,2956.89
2025-06-23,Unit 1,455,459.23,2950,2946.68
2025-06-23,Unit 2,455,456.16,2950,2946.06
2025-06-23,Unit 3,455,447.99,2950,2911.98
2025-06-24,Unit 1,455,453.33,2950,2960.37
2025-06-24,Unit 2,455,456.3,2950,2980.18
2025-06-24,Unit 3,455,463.89,2950,3027.79
2025-06-25,Unit 1,455,451.88,2950,2949.39
2025-06-25,Unit 2,455,451.7,2950,2939.64
2025-06-25,Unit 3,455,453.58,2950,2932.55
2025-06-26,Unit 1,455,446.42,2950,2890.66
2025-06-26,Unit 2,455,444.2,2950,2882.35
2025-06-26,Unit 3,455,449.39,2950,2923.5
2025-06-27,Unit 1,455,463.2,2950,3000.66
2025-06-27,Unit 2,455,451.98,2950,2932.13
2025-06-27,Unit 3,455,460.1,2950,2983.02
2025-06-28,Unit 1,455,457.38,2950,2951.44
2025-06-28,Unit 2,455,460.58,2950,2976.35
2025-06-28,Unit 3,455,458.47,2950,2967.18
2025-06-29,Unit 1,455,455.3,2950,2948.94
2025-06-29,Unit 2,455,459.39,2950,2936.17
2025-06-29,Unit 3,455,464.21,2950,3002.5
2025-06-30,Unit 1,455,457.47,2950,2946.57
2025-06-30,Unit 2,455,450.05,2950,2932.8
2025-06-30,Unit 3,455,454.23,2950,2962.92
2025-07-01,Unit 1,455,458.12,2950,2976.47
2025-07-01,Unit 2,455,469.3,2950,3024.94
2025-07-01,Unit 3,455,452.6,2950,2952.91
2025-07-02,Unit 1,455,450.4,2950,2908.75
2025-07-02,Unit 2,455,443.87,2950,2906.94
2025-07-02,Unit 3,455,463.49,2950,2995.79
2025-07-03,Unit 1,455,447.17,2950,2942.37
2025-07-03,Unit 2,455,456.18,2950,2939.33
2025-07-03,Unit 3,455,450.3,2950,2931.29
2025-07-04,Unit 1,455,448.89,2950,2907.18
2025-07-04,Unit 2,455,456.45,2950,2943.38
2025-07-04,Unit 3,455,459.48,2950,2960.16
2025-07-05,Unit 1,455,444.92,2950,2892.3
2025-07-05,Unit 2,455,474.3,2950,3026.71
2025-07-05,Unit 3,455,452.87,2950,2930.9
2025-07-06,Unit 1,455,462.32,2950,2990.9
2025-07-06,Unit 2,455,452.67,2950,2908.04
2025-07-06,Unit 3,455,457.35,2950,2963.66
2025-07-07,Unit 1,455,449.47,2950,2937.31
2025-07-07,Unit 2,455,455.31,2950,2954.68
2025-07-07,Unit 3,455,459.04,2950,2971.02
2025-07-08,Unit 1,455,457.33,2950,2976.17
2025-07-08,Unit 2,455,466.86,2950,3003.45
2025-07-08,Unit 3,455,457.43,2950,2974.88
2025-07-09,Unit 1,455,462.29,2950,2989.81
2025-07-09,Unit 2,455,457.31,2950,2950.86
2025-07-09,Unit 3,455,449.14,2950,2909.85
2025-07-10,Unit 1,455,462.83,2950,2997.64
2025-07-10,Unit 2,455,458.17,2950,2961.92
2025-07-10,Unit 3,455,470.62,2950,3020.05
2025-07-11,Unit 1,455,458.1,2950,2969.58
2025-07-11,Unit 2,455,461.51,2950,2973.58
2025-07-11,Unit 3,455,457.87,2950,2954.64
2025-07-12,Unit 1,455,457.38,2950,2959.76
2025-07-12,Unit 2,455,463.88,2950,3009.74
2025-07-12,Unit 3,455,443.75,2950,2855.32
2025-07-13,Unit 1,455,467.02,2950,3012.67
2025-07-13,Unit 2,455,456.3,2950,2964.98
2025-07-13,Unit 3,455,448.12,2950,2920.48
2025-07-14,Unit 1,455,447.32,2950,2919.01
2025-07-14,Unit 2,455,460.57,2950,2985.8
2025-07-14,Unit 3,455,452.3,2950,2957.03
2025-07-15,Unit 1,455,450.72,2950,2953.41
2025-07-15,Unit 2,455,458.86,2950,2957.34
2025-07-15,Unit 3,455,453.86,2950,2961.61
2025-07-16,Unit 1,455,455.28,2950,2933.73
2025-07-16,Unit 2,455,460.92,2950,2955.06
2025-07-16,Unit 3,455,448.85,2950,2908.4
2025-07-17,Unit 1,455,456.51,2950,2990.57
2025-07-17,Unit 2,455,459.7,2950,2968.07
2025-07-17,Unit 3,455,461.32,2950,2976.12
2025-07-18,Unit 1,455,454.88,2950,2952.54
2025-07-18,Unit 2,455,457.68,2950,2963.28
2025-07-18,Unit 3,455,451.51,2950,2914.35
2025-07-19,Unit 1,455,454.21,2950,2972.6
2025-07-19,Unit 2,455,455.7,2950,2954.24
2025-07-19,Unit 3,455,451.9,2950,2934.8
2025-07-20,Unit 1,455,449.29,2950,2941.57
2025-07-20,Unit 2,455,451.86,2950,2934.32
2025-07-20,Unit 3,455,456.6,2950,2949.12
2025-07-21,Unit 1,455,457.85,2950,2945.47
2025-07-21,Unit 2,455,452.47,2950,2931.64
2025-07-21,Unit 3,455,454.14,2950,2919.74
2025-07-22,Unit 1,455,454.51,2950,2946.95
2025-07-22,Unit 2,455,448.96,2950,2921.14
2025-07-22,Unit 3,455,453.94,2950,2920.62
2025-07-23,Unit 1,455,452.8,2950,2941.91
2025-07-23,Unit 2,455,449.1,2950,2932.38
2025-07-23,Unit 3,455,460.3,2950,2982.38
2025-07-24,Unit 1,455,457.22,2950,2970.53
2025-07-24,Unit 2,455,460.2,2950,2985.65
2025-07-24,Unit 3,455,462.2,2950,2983.36
2025-07-25,Unit 1,455,448.7,2950,2913.31
2025-07-25,Unit 2,455,455.73,2950,2952.61
2025-07-25,Unit 3,455,457.58,2950,2977.26
2025-07-26,Unit 1,455,465.43,2950,3007.38
2025-07-26,Unit 2,455,451.48,2950,2944.01
2025-07-26,Unit 3,455,461.31,2950,2971.98
2025-07-27,Unit 1,455,456.32,2950,2951.41
2025-07-27,Unit 2,455,453.96,2950,2955.72
2025-07-27,Unit 3,455,456.3,2950,2961.59
2025-07-28,Unit 1,455,452.94,2950,2939.35
2025-07-28,Unit 2,455,461.46,2950,2984.06
2025-07-28,Unit 3,455,458.25,2950,2965.01
2025-07-29,Unit 1,455,458.38,2950,2993.68
2025-07-29,Unit 2,455,458.33,2950,2971.4
2025-07-29,Unit 3,455,452.22,2950,2959.11
2025-07-30,Unit 1,455,458.26,2950,2932.52
2025-07-30,Unit 2,455,459.52,2950,2962.13
2025-07-30,Unit 3,455,453.1,2950,2948.48
2025-07-31,Unit 1,455,458.57,2950,2956.28
2025-07-31,Unit 2,455,449.84,2950,2941.97
2025-07-31,Unit 3,455,457.03,2950,2969.63
2025-08-01,Unit 1,455,453.98,2950,2964.5
2025-08-01,Unit 2,455,451.04,2950,2943.63
2025-08-01,Unit 3,455,450.76,2950,2934.39
2025-08-02,Unit 1,455,462.13,2950,2982.95
2025-08-02,Unit 2,455,458.83,2950,2964.99
2025-08-02,Unit 3,455,464.97,2950,3009.13
2025-08-03,Unit 1,455,457.72,2950,2969.24
2025-08-03,Unit 2,455,453.85,2950,2913.75
2025-08-03,Unit 3,455,446.93,2950,2917.04
2025-08-04,Unit 1,455,457.14,2950,2973.36
2025-08-04,Unit 2,455,460.23,2950,2944.28
2025-08-04,Unit 3,455,453.44,2950,2963.16
2025-08-05,Unit 1,455,456.02,2950,2931.42
2025-08-05,Unit 2,455,462.49,2950,2992.66
2025-08-05,Unit 3,455,453.04,2950,2936.04
2025-08-06,Unit 1,455,458.94,2950,2962.21
2025-08-06,Unit 2,455,455.39,2950,2928.36
2025-08-06,Unit 3,455,445.66,2950,2886.64
2025-08-07,Unit 1,455,455.74,2950,2946.22
2025-08-07,Unit 2,455,450.2,2950,2930.32
2025-08-07,Unit 3,455,452.05,2950,2950.82
2025-08-08,Unit 1,455,464.04,2950,3020.44
2025-08-08,Unit 2,455,450.75,2950,2903.11
2025-08-08,Unit 3,455,454.72,2950,2962.01
2025-08-09,Unit 1,455,449.77,2950,2948.87
2025-08-09,Unit 2,455,450.22,2950,2925.77
2025-08-09,Unit 3,455,455.36,2950,2952.86
2025-08-10,Unit 1,455,446.07,2950,2881.42
2025-08-10,Unit 2,455,448.43,2950,2936.35
2025-08-10,Unit 3,455,454.87,2950,2949.35
2025-08-11,Unit 1,455,454.69,2950,2978.33
2025-08-11,Unit 2,455,449.4,2950,2928.61
2025-08-11,Unit 3,455,452.46,2950,2927.78
2025-08-12,Unit 1,455,451.72,2950,2939.61
2025-08-12,Unit 2,455,455.36,2950,2953.76
2025-08-12,Unit 3,455,455.98,2950,2961.34
2025-08-13,Unit 1,455,448.66,2950,2900.42
2025-08-13,Unit 2,455,452.65,2950,2932.26
2025-08-13,Unit 3,455,451.26,2950,2937.19
2025-08-14,Unit 1,455,455.2,2950,2937.27
2025-08-14,Unit 2,455,456.02,2950,2934.46
2025-08-14,Unit 3,455,456.17,2950,2979.72
2025-08-15,Unit 1,455,457.92,2950,2937.71
2025-08-15,Unit 2,455,452.85,2950,2924.29
2025-08-15,Unit 3,455,448.35,2950,2919.69
2025-08-16,Unit 1,455,454.82,2950,2947.47
2025-08-16,Unit 2,455,449.33,2950,2936.78
2025-08-16,Unit 3,455,461.81,2950,2982.43
2025-08-17,Unit 1,455,455.85,2950,2951.84
2025-08-17,Unit 2,455,464.93,2950,3006.24
2025-08-17,Unit 3,455,456.18,2950,2950.9
2025-08-18,Unit 1,455,452.35,2950,2921.34
2025-08-18,Unit 2,455,459.04,2950,2959.63
2025-08-18,Unit 3,455,449.82,2950,2914.9
2025-08-19,Unit 1,455,457.81,2950,2962.09
2025-08-19,Unit 2,455,461.15,2950,2976.87
2025-08-19,Unit 3,455,457.87,2950,2945.39
2025-08-20,Unit 1,455,455.02,2950,2980.68
2025-08-20,Unit 2,455,456.65,2950,2979.13
2025-08-20,Unit 3,455,444.76,2950,2912.88
2025-08-21,Unit 1,455,459.8,2950,2976.91
2025-08-21,Unit 2,455,450.9,2950,2921.59
2025-08-21,Unit 3,455,442.57,2950,2908.36
2025-08-22,Unit 1,455,457.94,2950,2960.4
2025-08-22,Unit 2,455,456.97,2950,2977.67
2025-08-22,Unit 3,455,459.04,2950,2973.22
2025-08-23,Unit 1,455,460.58,2950,2968.93
2025-08-23,Unit 2,455,449.24,2950,2937.8
2025-08-23,Unit 3,455,459.36,2950,2965.61
2025-08-24,Unit 1,455,469.05,2950,3020.09
2025-08-24,Unit 2,455,457.38,2950,2952.48
2025-08-24,Unit 3,455,454.09,2950,2955.93
2025-08-25,Unit 1,455,461.79,2950,2990.51
2025-08-25,Unit 2,455,450.79,2950,2940.26
2025-08-25,Unit 3,455,453.82,2950,2950.61
2025-08-26,Unit 1,455,457.4,2950,2946.2
2025-08-26,Unit 2,455,456.05,2950,2971.36
2025-08-26,Unit 3,455,459.08,2950,2958.04
2025-08-27,Unit 1,455,459.43,2950,2980.51
2025-08-27,Unit 2,455,452.24,2950,2942.59
2025-08-27,Unit 3,455,460.99,2950,2996.89
2025-08-28,Unit 1,455,456.43,2950,2934.51
2025-08-28,Unit 2,455,449.89,2950,2924.07
2025-08-28,Unit 3,455,455.05,2950,2933.39
2025-08-29,Unit 1,455,454.4,2950,2959.69
2025-08-29,Unit 2,455,459.26,2950,2962.01
2025-08-29,Unit 3,455,451.38,2950,2946.68
2025-08-30,Unit 1,455,450.85,2950,2921.76
2025-08-30,Unit 2,455,454.82,2950,2944.84
2025-08-30,Unit 3,455,456.94,2950,2962.62
2025-08-31,Unit 1,455,457.53,2950,2970.3
2025-08-31,Unit 2,455,454.61,2950,2931.88
2025-08-31,Unit 3,455,452.64,2950,2930.1
2025-09-01,Unit 1,455,443.02,2950,2900.69
2025-09-01,Unit 2,455,449.73,2950,2931.03
2025-09-01,Unit 3,455,460.25,2950,2973.45
2025-09-02,Unit 1,455,449.52,2950,2909.13
2025-09-02,Unit 2,455,451.55,2950,2926.06
2025-09-02,Unit 3,455,450.52,2950,2946.68
2025-09-03,Unit 1,455,447.24,2950,2916.37
2025-09-03,Unit 2,455,452.32,2950,2946.29
2025-09-03,Unit 3,455,453.3,2950,2896.47
2025-09-04,Unit 1,455,457.53,2950,2954.23
2025-09-04,Unit 2,455,460.57,2950,2983.81
2025-09-04,Unit 3,455,453.78,2950,2958.83
2025-09-05,Unit 1,455,459.47,2950,2962.44
2025-09-05,Unit 2,455,455.23,2950,2958.29
2025-09-05,Unit 3,455,455.44,2950,2950.34
2025-09-06,Unit 1,455,441.75,2950,2852.74
2025-09-06,Unit 2,455,446.15,2950,2922.29
2025-09-06,Unit 3,455,450.01,2950,2945.63
2025-09-07,Unit 1,455,454.29,2950,2955.82
2025-09-07,Unit 2,455,457.76,2950,2964.66
2025-09-07,Unit 3,455,452.52,2950,2948.45
2025-09-08,Unit 1,455,446.78,2950,2899.05
2025-09-08,Unit 2,455,445.17,2950,2897.16
2025-09-08,Unit 3,455,463.61,2950,2995.53
2025-09-09,Unit 1,455,456.97,2950,2966.94
2025-09-09,Unit 2,455,451.51,2950,2904.08
2025-09-09,Unit 3,455,449.71,2950,2928.42
2025-09-10,Unit 1,455,445.24,2950,2899.36
2025-09-10,Unit 2,455,461.36,2950,2972.23
2025-09-10,Unit 3,455,452.86,2950,2926.97
2025-09-11,Unit 1,455,450.86,2950,2943.79
2025-09-11,Unit 2,455,456.59,2950,2965.63
2025-09-11,Unit 3,455,459.11,2950,2980.0
2025-09-12,Unit 1,455,452.91,2950,2955.83
2025-09-12,Unit 2,455,467.93,2950,3012.89
2025-09-12,Unit 3,455,458.56,2950,2955.64
2025-09-13,Unit 1,455,444.9,2950,2912.41
2025-09-13,Unit 2,455,454.78,2950,2940.02
2025-09-13,Unit 3,455,460.94,2950,2997.26
2025-09-14,Unit 1,455,459.7,2950,2982.49
2025-09-14,Unit 2,455,450.97,2950,2918.66
2025-09-14,Unit 3,455,462.28,2950,2978.69
2025-09-15,Unit 1,455,463.55,2950,2987.98
2025-09-15,Unit 2,455,458.45,2950,2964.42
2025-09-15,Unit 3,455,451.07,2950,2936.54
2025-09-16,Unit 1,455,454.04,2950,2946.11
2025-09-16,Unit 2,455,455.66,2950,2942.6
2025-09-16,Unit 3,455,459.09,2950,2973.22
2025-09-17,Unit 1,455,445.96,2950,2884.23
2025-09-17,Unit 2,455,453.05,2950,2938.08
2025-09-17,Unit 3,455,448.41,2950,2907.55
2025-09-18,Unit 1,455,451.62,2950,2918.54
2025-09-18,Unit 2,455,454.42,2950,2928.77
2025-09-18,Unit 3,455,468.04,2950,2988.27
2025-09-19,Unit 1,455,461.51,2950,2996.84
2025-09-19,Unit 2,455,455.28,2950,2943.31
2025-09-19,Unit 3,455,457.45,2950,2949.02
2025-09-20,Unit 1,455,455.57,2950,2974.18
2025-09-20,Unit 2,455,446.45,2950,2890.11
2025-09-20,Unit 3,455,453.41,2950,2959.27
2025-09-21,Unit 1,455,456.05,2950,2946.65
2025-09-21,Unit 2,455,451.31,2950,2934.17
2025-09-21,Unit 3,455,449.44,2950,2934.12
2025-09-22,Unit 1,455,464.73,2950,3009.55
2025-09-22,Unit 2,455,457.09,2950,2948.05
2025-09-22,Unit 3,455,456.78,2950,2967.24
2025-09-23,Unit 1,455,450.31,2950,2897.05
2025-09-23,Unit 2,455,453.22,2950,2910.94
2025-09-23,Unit 3,455,459.24,2950,2982.4
2025-09-24,Unit 1,455,456.99,2950,2969.59
2025-09-24,Unit 2,455,463.42,2950,3001.28
2025-09-24,Unit 3,455,454.53,2950,2969.91
2025-09-25,Unit 1,455,460.75,2950,2988.3
2025-09-25,Unit 2,455,453.27,2950,2951.29
2025-09-25,Unit 3,455,457.27,2950,2942.96
2025-09-26,Unit 1,455,459.3,2950,2966.66
2025-09-26,Unit 2,455,449.09,2950,2909.17
2025-09-26,Unit 3,455,457.93,2950,2951.66
2025-09-27,Unit 1,455,456.92,2950,2974.61
2025-09-27,Unit 2,455,450.97,2950,2946.61
2025-09-27,Unit 3,455,455.23,2950,2968.21
2025-09-28,Unit 1,455,457.44,2950,2947.66
2025-09-28,Unit 2,455,459.23,2950,2963.99
2025-09-28,Unit 3,455,467.39,2950,3004.05
2025-09-29,Unit 1,455,447.8,2950,2915.4
2025-09-29,Unit 2,455,459.17,2950,2973.11
2025-09-29,Unit 3,455,452.23,2950,2933.04
2025-09-30,Unit 1,455,458.78,2950,2981.07
2025-09-30,Unit 2,455,457.96,2950,2935.32
2025-09-30,Unit 3,455,456.19,2950,2968.19
2025-10-01,Unit 1,455,445.95,2950,2898.24
2025-10-01,Unit 2,455,451.44,2950,2915.03
2025-10-01,Unit 3,455,450.09,2950,2929.52
2025-10-02,Unit 1,455,453.55,2950,2953.15
2025-10-02,Unit 2,455,454.95,2950,2955.94
2025-10-02,Unit 3,455,452.61,2950,2939.01
2025-10-03,Unit 1,455,461.71,2950,2982.04
2025-10-03,Unit 2,455,444.9,2950,2889.16
2025-10-03,Unit 3,455,456.42,2950,2972.61
2025-10-04,Unit 1,455,465.87,2950,2986.81
2025-10-04,Unit 2,455,447.54,2950,2902.19
2025-10-04,Unit 3,455,460.36,2950,2963.29
2025-10-05,Unit 1,455,452.86,2950,2947.2
2025-10-05,Unit 2,455,461.18,2950,2994.81
2025-10-05,Unit 3,455,454.73,2950,2954.79
2025-10-06,Unit 1,455,453.87,2950,2942.92
2025-10-06,Unit 2,455,457.01,2950,2982.03
2025-10-06,Unit 3,455,463.62,2950,2964.73
2025-10-07,Unit 1,455,459.94,2950,2963.6
2025-10-07,Unit 2,455,456.68,2950,2933.09
2025-10-07,Unit 3,455,453.54,2950,2943.45
2025-10-08,Unit 1,455,447.95,2950,2931.92
2025-10-08,Unit 2,455,462.49,2950,2995.89
2025-10-08,Unit 3,455,452.3,2950,2948.43
2025-10-09,Unit 1,455,454.49,2950,2956.79
2025-10-09,Unit 2,455,454.6,2950,2950.24
2025-10-09,Unit 3,455,450.61,2950,2931.42
2025-10-10,Unit 1,455,460.74,2950,2966.6
2025-10-10,Unit 2,455,454.59,2950,2971.28
2025-10-10,Unit 3,455,453.36,2950,2929.24
2025-10-11,Unit 1,455,456.25,2950,2977.27
2025-10-11,Unit 2,455,449.89,2950,2947.78
2025-10-11,Unit 3,455,447.35,2950,2913.26
2025-10-12,Unit 1,455,463.5,2950,3007.06
2025-10-12,Unit 2,455,458.64,2950,2962.58
2025-10-12,Unit 3,455,448.91,2950,2908.54
2025-10-13,Unit 1,455,463.5,2950,3006.03
2025-10-13,Unit 2,455,447.99,2950,2897.45
2025-10-13,Unit 3,455,451.66,2950,2936.2
2025-10-14,Unit 1,455,454.29,2950,2961.51
2025-10-14,Unit 2,455,454.86,2950,2941.25
2025-10-14,Unit 3,455,452.05,2950,2943.59
2025-10-15,Unit 1,455,455.7,2950,2946.02
2025-10-15,Unit 2,455,456.99,2950,2935.9
2025-10-15,Unit 3,455,451.07,2950,2931.01
2025-10-16,Unit 1,455,450.65,2950,2895.88
2025-10-16,Unit 2,455,450.59,2950,2923.44
2025-10-16,Unit 3,455,463.12,2950,2988.86
2025-10-17,Unit 1,455,460.97,2950,2968.78
2025-10-17,Unit 2,455,447.99,2950,2909.93
2025-10-17,Unit 3,455,455.63,2950,2921.82
2025-10-18,Unit 1,455,458.24,2950,2966.79
2025-10-18,Unit 2,455,459.36,2950,2969.43
2025-10-18,Unit 3,455,455.95,2950,2953.15
2025-10-19,Unit 1,455,451.33,2950,2927.02
2025-10-19,Unit 2,455,455.15,2950,2974.77
2025-10-19,Unit 3,455,459.42,2950,2983.6
2025-10-20,Unit 1,455,455.91,2950,2947.41
2025-10-20,Unit 2,455,461.25,2950,2966.0
2025-10-20,Unit 3,455,453.44,2950,2929.83
2025-10-21,Unit 1,455,453.8,2950,2921.43
2025-10-21,Unit 2,455,455.7,2950,2956.04
2025-10-21,Unit 3,455,450.11,2950,2944.33
2025-10-22,Unit 1,455,452.81,2950,2916.45
2025-10-22,Unit 2,455,455.07,2950,2965.08
2025-10-22,Unit 3,455,450.83,2950,2928.99
2025-10-23,Unit 1,455,455.49,2950,2954.06
2025-10-23,Unit 2,455,455.79,2950,2976.96
2025-10-23,Unit 3,455,454.99,2950,2948.71
2025-10-24,Unit 1,455,455.66,2950,2930.41
2025-10-24,Unit 2,455,452.35,2950,2917.93
2025-10-24,Unit 3,455,453.06,2950,2939.62
2025-10-25,Unit 1,455,461.65,2950,2978.92
2025-10-25,Unit 2,455,462.53,2950,2980.46
2025-10-25,Unit 3,455,456.39,2950,2959.35
2025-10-26,Unit 1,455,449.52,2950,2945.67
2025-10-26,Unit 2,455,443.17,2950,2906.66
2025-10-26,Unit 3,455,463.27,2950,3009.47
2025-10-27,Unit 1,455,455.65,2950,2945.9
2025-10-27,Unit 2,455,450.72,2950,2936.66
2025-10-27,Unit 3,455,449.98,2950,2930.65
2025-10-28,Unit 1,455,460.45,2950,2989.92
2025-10-28,Unit 2,455,462.87,2950,2980.21
2025-10-28,Unit 3,455,456.46,2950,2964.57
2025-10-29,Unit 1,455,459.58,2950,2975.86
2025-10-29,Unit 2,455,457.04,2950,2989.52
2025-10-29,Unit 3,455,446.72,2950,2923.52
2025-10-30,Unit 1,455,457.79,2950,2972.75
2025-10-30,Unit 2,455,454.22,2950,2959.44
2025-10-30,Unit 3,455,455.61,2950,2970.71
2025-10-31,Unit 1,455,451.57,2950,2940.36
2025-10-31,Unit 2,455,457.72,2950,2967.1
2025-10-31,Unit 3,455,462.85,2950,2998.39
2025-11-01,Unit 1,455,462.6,2950,3009.34
2025-11-01,Unit 2,455,451.72,2950,2911.01
2025-11-01,Unit 3,455,454.48,2950,2947.38
2025-11-02,Unit 1,455,456.2,2950,2952.98
2025-11-02,Unit 2,455,458.39,2950,2968.26
2025-11-02,Unit 3,455,457.09,2950,2967.73
2025-11-03,Unit 1,455,454.33,2950,2933.27
2025-11-03,Unit 2,455,459.81,2950,2980.91
2025-11-03,Unit 3,455,456.81,2950,2955.04
2025-11-04,Unit 1,455,456.33,2950,2970.92
2025-11-04,Unit 2,455,452.04,2950,2942.75
2025-11-04,Unit 3,455,461.6,2950,3004.89
2025-11-05,Unit 1,455,453.13,2950,2946.81
2025-11-05,Unit 2,455,464.56,2950,3006.57
2025-11-05,Unit 3,455,461.06,2950,2983.46
2025-11-06,Unit 1,455,458.07,2950,2944.44
2025-11-06,Unit 2,455,455.37,2950,2971.01
2025-11-06,Unit 3,455,455.89,2950,2943.9
2025-11-07,Unit 1,455,461.91,2950,2958.86
2025-11-07,Unit 2,455,457.29,2950,2946.33
2025-11-07,Unit 3,455,454.01,2950,2930.69
2025-11-08,Unit 1,455,455.02,2950,2926.89
2025-11-08,Unit 2,455,450.25,2950,2918.99
2025-11-08,Unit 3,455,459.33,2950,2984.92
2025-11-09,Unit 1,455,458.62,2950,2974.99
2025-11-09,Unit 2,455,444.66,2950,2919.01
2025-11-09,Unit 3,455,453.34,2950,2953.83
2025-11-10,Unit 1,455,455.28,2950,2935.12
2025-11-10,Unit 2,455,444.48,2950,2872.3
2025-11-10,Unit 3,455,453.83,2950,2952.7
2025-11-11,Unit 1,455,456.32,2950,2931.7
2025-11-11,Unit 2,455,450.64,2950,2947.5
2025-11-11,Unit 3,455,442.46,2950,2862.3
2025-11-12,Unit 1,455,456.8,2950,2958.45
2025-11-12,Unit 2,455,454.27,2950,2941.46
2025-11-12,Unit 3,455,453.59,2950,2934.11
2025-11-13,Unit 1,455,454.79,2950,2948.17
2025-11-13,Unit 2,455,442.77,2950,2887.14
2025-11-13,Unit 3,455,454.06,2950,2967.42
2025-11-14,Unit 1,455,456.29,2950,2956.88
2025-11-14,Unit 2,455,448.51,2950,2920.13
2025-11-14,Unit 3,455,446.86,2950,2872.21
2025-11-15,Unit 1,455,447.96,2950,2904.34
2025-11-15,Unit 2,455,457.6,2950,2970.27
2025-11-15,Unit 3,455,448.6,2950,2897.28
2025-11-16,Unit 1,455,449.33,2950,2904.44
2025-11-16,Unit 2,455,448.61,2950,2936.15
2025-11-16,Unit 3,455,454.13,2950,2951.91
2025-11-17,Unit 1,455,453.8,2950,2937.46
2025-11-17,Unit 2,455,457.01,2950,2970.89
2025-11-17,Unit 3,455,450.65,2950,2933.34
2025-11-18,Unit 1,455,460.32,2950,2971.95
2025-11-18,Unit 2,455,452.26,2950,2947.34
2025-11-18,Unit 3,455,458.86,2950,2958.86
2025-11-19,Unit 1,455,447.16,2950,2920.36
2025-11-19,Unit 2,455,456.15,2950,2975.5
2025-11-19,Unit 3,455,454.11,2950,2933.05
2025-11-20,Unit 1,455,456.99,2950,2923.16
2025-11-20,Unit 2,455,465.13,2950,3037.72
2025-11-20,Unit 3,455,453.03,2950,2953.49
2025-11-21,Unit 1,455,446.95,2950,2911.94
2025-11-21,Unit 2,455,456.83,2950,2950.46
2025-11-21,Unit 3,455,461.03,2950,2971.62
2025-11-22,Unit 1,455,450.5,2950,2926.6
2025-11-22,Unit 2,455,463.38,2950,2985.31
2025-11-22,Unit 3,455,458.11,2950,2951.42
2025-11-23,Unit 1,455,454.82,2950,2961.47
2025-11-23,Unit 2,455,466.82,2950,3010.95
2025-11-23,Unit 3,455,459.27,2950,2944.79
2025-11-24,Unit 1,455,454.63,2950,2960.17
2025-11-24,Unit 2,455,454.62,2950,2945.03
2025-11-24,Unit 3,455,455.21,2950,2932.57
2025-11-25,Unit 1,455,458.46,2950,2950.98
2025-11-25,Unit 2,455,462.94,2950,3016.43
2025-11-25,Unit 3,455,455.32,2950,2929.08
2025-11-26,Unit 1,455,451.73,2950,2971.2
2025-11-26,Unit 2,455,451.34,2950,2936.59
2025-11-26,Unit 3,455,450.7,2950,2925.8
2025-11-27,Unit 1,455,460.62,2950,2954.97
2025-11-27,Unit 2,455,469.93,2950,3014.77
2025-11-27,Unit 3,455,445.22,2950,2919.75
2025-11-28,Unit 1,455,460.08,2950,2975.62
2025-11-28,Unit 2,455,451.45,2950,2956.54
2025-11-28,Unit 3,455,448.51,2950,2913.6
2025-11-29,Unit 1,455,459.78,2950,2996.66
2025-11-29,Unit 2,455,452.97,2950,2953.31
2025-11-29,Unit 3,455,453.45,2950,2932.29
2025-11-30,Unit 1,455,459.56,2950,2978.97
2025-11-30,Unit 2,455,449.3,2950,2925.36
2025-11-30,Unit 3,455,453.01,2950,2946.83
2025-12-01,Unit 1,455,458.52,2950,2967.45
2025-12-01,Unit 2,455,454.37,2950,2934.1
2025-12-01,Unit 3,455,455.19,2950,2956.8
2025-12-02,Unit 1,455,453.91,2950,2946.1
2025-12-02,Unit 2,455,450.78,2950,2932.5
2025-12-02,Unit 3,455,459.56,2950,2963.0
2025-12-03,Unit 1,455,453.35,2950,2955.56
2025-12-03,Unit 2,455,457.74,2950,2967.23
2025-12-03,Unit 3,455,453.21,2950,2959.8
2025-12-04,Unit 1,455,459.79,2950,3003.69
2025-12-04,Unit 2,455,454.73,2950,2975.02
2025-12-04,Unit 3,455,448.27,2950,2917.62
2025-12-05,Unit 1,455,451.02,2950,2914.32
2025-12-05,Unit 2,455,450.19,2950,2954.88
2025-12-05,Unit 3,455,459.39,2950,2964.18
2025-12-06,Unit 1,455,448.76,2950,2936.13
2025-12-06,Unit 2,455,457.81,2950,2976.87
2025-12-06,Unit 3,455,452.08,2950,2952.02
2025-12-07,Unit 1,455,456.15,2950,2968.37
2025-12-07,Unit 2,455,453.79,2950,2946.16
2025-12-07,Unit 3,455,456.06,2950,2956.22
2025-12-08,Unit 1,455,457.05,2950,2964.82
2025-12-08,Unit 2,455,447.92,2950,2901.21
2025-12-08,Unit 3,455,456.65,2950,2960.95
2025-12-09,Unit 1,455,454.2,2950,2959.36
2025-12-09,Unit 2,455,449.41,2950,2919.46
2025-12-09,Unit 3,455,443.76,2950,2904.88
2025-12-10,Unit 1,455,451.08,2950,2946.01
2025-12-10,Unit 2,455,451.53,2950,2946.71
2025-12-10,Unit 3,455,450.93,2950,2913.27
