Date,Unit,GAR,Moisture (%),Ash (%),Sulfur (%),HGI
2025-05-17,Unit 2,4296.8,27.95,6.17,0.449,46.1
2025-05-17,Unit 3,4343.6,28.75,5.69,0.499,49.8
2025-05-18,Unit 1,4342.0,26.63,6.3,0.416,49.1
2025-05-18,Unit 2,4317.0,29.07,6.75,0.413,45.1
2025-05-18,Unit 3,4378.4,29.45,6.38,0.424,51.9
2025-05-19,Unit 1,4254.3,28.68,6.2,0.455,45.3
2025-05-19,Unit 2,4287.2,29.08,6.02,0.435,44.9
2025-05-19,Unit 3,4276.3,28.71,6.02,0.441,48.1
2025-05-20,Unit 1,4335.6,28.42,6.43,0.417,45.8
2025-05-20,Unit 2,4360.3,27.22,6.44,0.507,49.8
2025-05-20,Unit 3,4327.0,27.72,6.09,0.413,47.5
2025-05-21,Unit 1,4361.6,28.04,6.43,0.387,49.5
2025-05-21,Unit 2,4317.0,28.55,6.16,0.456,47.1
2025-05-21,Unit 3,4334.7,27.46,5.98,0.4,51.3
2025-05-22,Unit 1,4277.2,27.59,5.93,0.461,47.0
2025-05-22,Unit 2,4322.0,28.57,6.27,0.414,45.8
2025-05-22,Unit 3,4253.9,29.44,5.81,0.361,48.3
2025-05-23,Unit 1,4271.4,27.93,6.21,0.38,45.7
2025-05-23,Unit 2,4376.0,28.47,6.08,0.429,50.1
2025-05-23,Unit 3,4353.9,27.74,6.16,0.396,48.8
2025-05-24,Unit 1,4335.8,30.11,6.82,0.429,48.8
2025-05-24,Unit 2,4389.8,26.79,6.11,0.376,50.3
2025-05-24,Unit 3,4340.5,27.01,6.64,0.415,51.3
2025-05-25,Unit 1,4364.1,27.3,6.04,0.418,50.2
2025-05-25,Unit 2,4381.1,27.96,5.78,0.451,46.5
2025-05-25,Unit 3,4395.0,29.01,5.9,0.448,46.5
2025-05-26,Unit 1,4394.0,27.99,6.2,0.472,45.8
2025-05-26,Unit 2,4302.1,27.35,6.13,0.422,48.2
2025-05-26,Unit 3,4394.3,28.64,6.39,0.432,47.2
2025-05-27,Unit 1,4303.7,26.93,5.73,0.44,50.4
2025-05-27,Unit 2,4384.0,28.33,6.23,0.432,48.6
2025-05-27,Unit 3,4331.6,28.61,5.78,0.452,45.6
2025-05-28,Unit 1,4376.6,27.39,6.34,0.412,44.2
2025-05-28,Unit 2,4341.3,28.22,5.8,0.436,51.8
2025-05-28,Unit 3,4328.8,28.82,6.36,0.501,46.0
2025-05-29,Unit 1,4369.9,29.66,6.55,0.454,45.2
2025-05-29,Unit 2,4370.0,27.3,6.42,0.401,48.4
2025-05-29,Unit 3,4277.2,27.52,6.31,0.438,47.8
2025-05-30,Unit 1,4391.2,27.48,5.85,0.452,46.2
2025-05-30,Unit 2,4341.6,27.89,6.39,0.459,48.1
2025-05-30,Unit 3,4333.6,27.81,5.76,0.366,51.7
2025-05-31,Unit 1,4343.3,26.45,6.25,0.401,48.0
2025-05-31,Unit 2,4304.6,26.72,5.91,0.445,47.4
2025-05-31,Unit 3,4366.7,27.1,6.38,0.394,45.5
2025-06-01,Unit 1,4383.3,28.68,5.85,0.407,46.4
2025-06-01,Unit 2,4351.7,27.62,6.23,0.412,48.1
2025-06-01,Unit 3,4413.2,28.54,5.98,0.426,46.6
2025-06-02,Unit 1,4307.0,28.1,5.96,0.413,46.2
2025-06-02,Unit 2,4357.9,28.32,6.37,0.341,45.5
2025-06-02,Unit 3,4387.3,28.59,6.51,0.467,45.7
2025-06-03,Unit 1,4292.3,27.61,6.18,0.427,49.9
2025-06-03,Unit 2,4355.1,27.62,5.9,0.377,49.3
2025-06-03,Unit 3,4388.2,27.97,6.02,0.438,48.8
2025-06-04,Unit 1,4424.9,28.78,6.21,0.412,48.4
2025-06-04,Unit 2,4351.4,29.6,6.17,0.468,48.8
2025-06-04,Unit 3,4350.9,28.45,6.26,0.4,49.5
2025-06-05,Unit 1,4315.3,28.08,6.53,0.412,47.5
2025-06-05,Unit 2,4323.4,28.58,5.82,0.44,49.3
2025-06-05,Unit 3,4391.2,28.64,6.2,0.391,49.3
2025-06-06,Unit 1,4361.2,28.23,5.69,0.391,53.5
2025-06-06,Unit 2,4339.4,27.68,6.17,0.428,47.7
2025-06-06,Unit 3,4370.3,27.95,5.78,0.399,47.5
2025-06-07,Unit 1,4276.4,27.93,6.23,0.422,48.3
2025-06-07,Unit 2,4338.8,29.01,6.02,0.394,48.3
2025-06-07,Unit 3,4314.8,28.93,6.2,0.446,46.9
2025-06-08,Unit 1,4354.5,28.08,6.66,0.441,48.4
2025-06-08,Unit 2,4389.1,26.79,6.62,0.449,43.9
2025-06-08,Unit 3,4371.8,27.37,6.81,0.422,49.3
2025-06-09,Unit 1,4346.8,27.44,6.29,0.379,45.3
2025-06-09,Unit 2,4357.4,28.79,6.57,0.392,47.1
2025-06-09,Unit 3,4334.3,27.81,6.19,0.419,46.1
2025-06-10,Unit 1,4317.1,27.02,6.03,0.416,45.9
2025-06-10,Unit 2,4334.3,27.19,5.89,0.409,49.3
2025-06-10,Unit 3,4329.3,29.06,6.45,0.425,45.5
2025-06-11,Unit 1,4353.9,27.28,6.46,0.444,45.7
2025-06-11,Unit 2,4329.9,27.19,6.18,0.413,52.3
2025-06-11,Unit 3,4342.6,28.15,6.32,0.42,47.4
2025-06-12,Unit 1,4373.1,29.04,6.52,0.43,50.8
2025-06-12,Unit 2,4315.9,28.06,6.52,0.394,50.0
2025-06-12,Unit 3,4359.4,27.03,6.1,0.42,50.5
2025-06-13,Unit 1,4372.6,29.31,6.13,0.422,48.4
2025-06-13,Unit 2,4323.7,27.96,6.41,0.513,49.6
2025-06-13,Unit 3,4379.3,26.98,6.51,0.435,46.5
2025-06-14,Unit 1,4381.5,28.1,6.21,0.435,49.3
2025-06-14,Unit 2,4251.1,26.66,5.65,0.451,48.0
2025-06-14,Unit 3,4359.3,28.72,6.06,0.421,47.5
2025-06-15,Unit 1,4425.4,27.26,6.44,0.461,47.6
2025-06-15,Unit 2,4419.3,26.31,6.31,0.46,48.2
2025-06-15,Unit 3,4318.5,28.54,6.03,0.404,47.2
2025-06-16,Unit 1,4387.3,26.59,6.29,0.405,50.6
2025-06-16,Unit 2,4317.7,27.99,6.66,0.453,49.0
2025-06-16,Unit 3,4305.9,28.46,5.87,0.479,49.5
2025-06-17,Unit 1,4378.2,28.28,6.19,0.44,49.6
2025-06-17,Unit 2,4359.0,29.13,6.58,0.442,49.5
2025-06-17,Unit 3,4365.9,27.94,6.1,0.404,50.5
2025-06-18,Unit 1,4337.0,27.25,6.0,0.438,47.9
2025-06-18,Unit 2,4370.8,28.34,6.21,0.463,49.2
2025-06-18,Unit 3,4333.0,28.85,6.26,0.456,49.6
2025-06-19,Unit 1,4315.2,27.99,6.24,0.508,47.6
2025-06-19,Unit 2,4381.8,28.78,6.05,0.415,46.5
2025-06-19,Unit 3,4372.0,29.44,5.81,0.364,47.8
2025-06-20,Unit 1,4434.9,28.03,5.33,0.423,50.5
2025-06-20,Unit 2,4386.4,29.22,5.47,0.409,48.6
2025-06-20,Unit 3,4380.1,27.54,6.25,0.427,46.8
2025-06-21,Unit 1,4421.4,28.01,6.13,0.392,53.9
2025-06-21,Unit 2,4422.3,28.4,5.88,0.412,48.6
2025-06-21,Unit 3,4345.9,27.33,6.43,0.44,49.9
2025-06-22,Unit 1,4343.4,28.75,6.12,0.379,45.0
2025-06-22,Unit 2,4395.3,27.59,6.58,0.406,47.1
2025-06-22,Unit 3,4385.0,28.27,6.78,0.459,50.1
2025-06-23,Unit 1,4285.9,27.37,5.89,0.439,49.1
2025-06-23,Unit 2,4315.1,29.09,5.73,0.464,50.2
2025-06-23,Unit 3,4349.0,26.3,5.77,0.411,49.0
2025-06-24,Unit 1,4351.4,27.72,6.18,0.454,45.7
2025-06-24,Unit 2,4379.1,28.53,6.49,0.432,49.1
2025-06-24,Unit 3,4301.5,28.26,5.98,0.418,51.2
2025-06-25,Unit 1,4320.2,27.74,6.3,0.447,47.5
2025-06-25,Unit 2,4343.7,27.61,6.39,0.313,50.3
2025-06-25,Unit 3,4316.8,26.72,6.1,0.361,46.7
2025-06-26,Unit 1,4404.5,27.76,6.05,0.468,45.5
2025-06-26,Unit 2,4452.9,26.2,6.38,0.403,46.8
2025-06-26,Unit 3,4404.0,26.79,5.8,0.355,46.6
2025-06-27,Unit 1,4293.2,29.13,6.33,0.41,46.9
2025-06-27,Unit 2,4331.3,27.45,6.69,0.405,45.5
2025-06-27,Unit 3,4396.3,28.09,6.84,0.413,41.7
2025-06-28,Unit 1,4297.4,28.63,6.33,0.431,42.8
2025-06-28,Unit 2,4358.6,28.61,6.4,0.416,52.0
2025-06-28,Unit 3,4293.6,28.87,6.15,0.394,44.0
2025-06-29,Unit 1,4336.9,28.1,6.65,0.431,47.3
2025-06-29,Unit 2,4330.7,28.88,6.79,0.434,48.2
2025-06-29,Unit 3,4321.5,27.69,6.08,0.451,47.2
2025-06-30,Unit 1,4378.1,28.43,6.25,0.379,47.0
2025-06-30,Unit 2,4355.4,28.58,6.39,0.428,50.4
2025-06-30,Unit 3,4320.2,27.47,6.43,0.402,46.3
2025-07-01,Unit 1,4315.2,28.88,6.33,0.443,46.5
2025-07-01,Unit 2,4321.5,29.69,6.08,0.439,48.3
2025-07-01,Unit 3,4343.7,27.12,6.04,0.446,44.5
2025-07-02,Unit 1,4430.7,28.18,6.07,0.43,47.1
2025-07-02,Unit 2,4429.0,27.13,6.2,0.396,48.6
2025-07-02,Unit 3,4334.7,29.2,6.86,0.413,45.0
2025-07-03,Unit 1,4386.4,27.61,5.81,0.446,46.8
2025-07-03,Unit 2,4314.5,28.55,6.29,0.4,48.9
2025-07-03,Unit 3,4410.1,27.97,5.96,0.425,45.4
2025-07-04,Unit 1,4451.7,27.2,6.24,0.406,49.7
2025-07-04,Unit 2,4318.1,27.24,6.3,0.457,44.0
2025-07-04,Unit 3,4349.9,28.9,6.81,0.386,46.1
2025-07-05,Unit 1,4405.1,27.46,6.18,0.392,48.0
2025-07-05,Unit 2,4280.8,29.07,6.95,0.421,46.7
2025-07-05,Unit 3,4364.4,27.6,5.91,0.41,46.0
2025-07-06,Unit 1,4328.6,27.39,5.85,0.421,50.4
2025-07-06,Unit 2,4375.2,27.75,6.15,0.419,46.8
2025-07-06,Unit 3,4365.0,28.68,6.58,0.412,44.4
2025-07-07,Unit 1,4399.2,27.82,6.26,0.439,45.1
2025-07-07,Unit 2,4338.5,28.13,6.18,0.402,49.9
2025-07-07,Unit 3,4353.0,28.83,6.28,0.428,44.1
2025-07-08,Unit 1,4259.2,27.83,5.93,0.43,44.7
2025-07-08,Unit 2,4326.5,27.85,5.98,0.479,44.9
2025-07-08,Unit 3,4318.6,28.48,5.78,0.431,43.6
2025-07-09,Unit 1,4312.6,26.51,6.66,0.451,48.6
2025-07-09,Unit 2,4310.2,28.62,6.46,0.382,45.5
2025-07-09,Unit 3,4362.7,27.48,5.63,0.425,44.6
2025-07-10,Unit 1,4350.8,29.6,6.37,0.434,51.7
2025-07-10,Unit 2,4333.9,28.17,6.31,0.383,51.3
2025-07-10,Unit 3,4345.8,27.05,7.0,0.424,45.6
2025-07-11,Unit 1,4272.8,28.13,6.44,0.432,46.1
2025-07-11,Unit 2,4312.2,28.33,6.59,0.498,48.7
2025-07-11,Unit 3,4352.9,28.98,6.12,0.465,49.1
2025-07-12,Unit 1,4283.9,27.64,6.49,0.428,45.2
2025-07-12,Unit 2,4294.4,26.84,6.53,0.409,50.4
2025-07-12,Unit 3,4433.7,27.97,5.6,0.4,47.6
2025-07-13,Unit 1,4314.2,28.42,5.94,0.399,48.2
2025-07-13,Unit 2,4304.9,28.66,6.25,0.45,46.9
2025-07-13,Unit 3,4374.2,26.41,6.44,0.441,50.4
2025-07-14,Unit 1,4399.8,29.79,5.8,0.443,48.0
2025-07-14,Unit 2,4283.3,26.8,6.24,0.421,46.6
2025-07-14,Unit 3,4332.2,29.64,5.96,0.483,48.1
2025-07-15,Unit 1,4389.0,28.0,6.41,0.355,48.9
2025-07-15,Unit 2,4310.1,29.3,6.8,0.432,51.2
2025-07-15,Unit 3,4371.5,28.25,5.9,0.436,49.7
2025-07-16,Unit 1,4292.6,27.54,5.63,0.404,50.2
2025-07-16,Unit 2,4381.6,28.24,6.47,0.416,47.8
2025-07-16,Unit 3,4327.9,28.12,6.19,0.408,46.6
2025-07-17,Unit 1,4384.5,26.64,6.45,0.445,49.9
2025-07-17,Unit 2,4350.1,29.23,5.8,0.394,50.8
2025-07-17,Unit 3,4353.0,28.82,6.99,0.438,48.1
2025-07-18,Unit 1,4366.3,27.11,6.36,0.47,46.7
2025-07-18,Unit 2,4386.2,27.19,6.74,0.437,46.8
2025-07-18,Unit 3,4374.2,26.7,5.96,0.433,47.0
2025-07-19,Unit 1,4405.1,27.87,5.73,0.386,48.4
2025-07-19,Unit 2,4317.0,28.31,5.92,0.357,50.6
2025-07-19,Unit 3,4354.1,28.37,6.11,0.421,48.3
2025-07-20,Unit 1,4395.9,27.92,6.34,0.414,49.5
2025-07-20,Unit 2,4293.5,28.71,5.79,0.447,46.5
2025-07-20,Unit 3,4376.3,28.13,6.07,0.409,48.9
2025-07-21,Unit 1,4343.7,27.27,6.23,0.373,48.3
2025-07-21,Unit 2,4395.4,27.88,6.15,0.433,46.2
2025-07-21,Unit 3,4343.7,27.03,6.68,0.446,49.9
2025-07-22,Unit 1,4394.9,28.31,5.89,0.42,50.0
2025-07-22,Unit 2,4329.6,27.7,5.76,0.451,45.5
2025-07-22,Unit 3,4413.2,27.03,6.85,0.364,47.0
2025-07-23,Unit 1,4331.5,25.69,6.34,0.444,44.6
2025-07-23,Unit 2,4331.7,29.03,6.51,0.419,50.0
2025-07-23,Unit 3,4315.9,28.45,6.4,0.407,48.7
2025-07-24,Unit 1,4337.6,27.35,6.23,0.402,45.7
2025-07-24,Unit 2,4359.2,27.6,6.37,0.435,49.0
2025-07-24,Unit 3,4307.4,26.59,6.34,0.457,47.3
2025-07-25,Unit 1,4370.2,28.35,5.84,0.44,46.1
2025-07-25,Unit 2,4388.4,28.9,5.62,0.449,46.4
2025-07-25,Unit 3,4300.4,28.49,6.53,0.441,52.6
2025-07-26,Unit 1,4303.8,29.81,5.96,0.441,44.9
2025-07-26,Unit 2,4382.4,27.52,6.0,0.421,49.4
2025-07-26,Unit 3,4329.9,29.39,6.3,0.401,48.5
2025-07-27,Unit 1,4270.3,26.97,6.05,0.437,47.0
2025-07-27,Unit 2,4417.2,28.32,6.43,0.422,47.7
2025-07-27,Unit 3,4251.4,28.71,6.07,0.437,46.7
2025-07-28,Unit 1,4432.3,26.85,6.05,0.416,48.9
2025-07-28,Unit 2,4272.3,28.0,5.72,0.4,46.2
2025-07-28,Unit 3,4363.2,27.35,6.09,0.435,49.0
2025-07-29,Unit 1,4316.9,29.32,6.13,0.45,47.1
2025-07-29,Unit 2,4326.3,28.99,6.43,0.386,48.2
2025-07-29,Unit 3,4364.9,27.37,5.98,0.5,51.6
2025-07-30,Unit 1,4294.7,28.72,6.44,0.393,46.5
2025-07-30,Unit 2,4306.1,27.5,5.75,0.39,45.6
2025-07-30,Unit 3,4343.3,28.48,5.84,0.444,46.3
2025-07-31,Unit 1,4317.4,27.78,6.29,0.425,47.1
2025-07-31,Unit 2,4361.2,26.44,5.98,0.41,44.8
2025-07-31,Unit 3,4307.5,29.12,6.12,0.423,50.6
2025-08-01,Unit 1,4333.4,28.48,6.21,0.426,49.1
2025-08-01,Unit 2,4373.6,30.03,6.22,0.471,44.3
2025-08-01,Unit 3,4370.0,28.01,6.07,0.426,49.2
2025-08-02,Unit 1,4330.1,27.73,6.64,0.434,49.0
2025-08-02,Unit 2,4421.8,28.3,6.39,0.388,49.0
2025-08-02,Unit 3,4287.7,27.41,6.05,0.39,50.7
2025-08-03,Unit 1,4294.7,28.18,5.85,0.391,46.7
2025-08-03,Unit 2,4391.9,25.72,6.11,0.466,49.0
2025-08-03,Unit 3,4304.4,27.69,6.32,0.376,49.0
2025-08-04,Unit 1,4398.7,28.82,6.12,0.365,44.3
2025-08-04,Unit 2,4357.0,28.14,6.51,0.406,47.5
2025-08-04,Unit 3,4370.5,27.44,6.05,0.351,49.5
2025-08-05,Unit 1,4323.1,28.11,6.11,0.372,48.1
2025-08-05,Unit 2,4300.3,27.74,6.39,0.474,49.3
2025-08-05,Unit 3,4365.1,27.24,6.34,0.416,48.5
2025-08-06,Unit 1,4275.0,28.15,6.07,0.368,48.2
2025-08-06,Unit 2,4355.8,27.93,6.25,0.429,47.5
2025-08-06,Unit 3,4346.2,27.11,5.82,0.426,46.5
2025-08-07,Unit 1,4336.8,28.2,6.29,0.417,50.3
2025-08-07,Unit 2,4348.4,27.0,6.38,0.453,47.9
2025-08-07,Unit 3,4292.3,26.64,5.86,0.428,46.9
2025-08-08,Unit 1,4330.0,28.96,5.96,0.413,45.9
2025-08-08,Unit 2,4374.6,28.41,6.44,0.43,53.9
2025-08-08,Unit 3,4309.9,27.26,5.91,0.436,47.0
2025-08-09,Unit 1,4376.8,28.5,5.63,0.431,48.9
2025-08-09,Unit 2,4416.1,27.98,6.23,0.422,52.6
2025-08-09,Unit 3,4317.6,26.55,6.46,0.425,48.5
2025-08-10,Unit 1,4392.3,28.35,6.03,0.453,47.1
2025-08-10,Unit 2,4375.6,28.06,6.5,0.42,45.4
2025-08-10,Unit 3,4368.4,27.83,5.69,0.469,50.4
2025-08-11,Unit 1,4293.0,28.14,5.61,0.376,48.0
2025-08-11,Unit 2,4380.0,27.52,5.75,0.42,47.7
2025-08-11,Unit 3,4365.4,27.06,6.48,0.367,46.8
2025-08-12,Unit 1,4400.0,26.82,6.38,0.455,48.8
2025-08-12,Unit 2,4423.0,28.04,6.36,0.441,50.3
2025-08-12,Unit 3,4305.5,28.52,5.93,0.476,48.7
2025-08-13,Unit 1,4417.7,29.24,5.72,0.363,48.0
2025-08-13,Unit 2,4325.0,27.39,6.08,0.436,45.8
2025-08-13,Unit 3,4372.9,28.48,6.12,0.391,46.9
2025-08-14,Unit 1,4319.3,27.75,6.48,0.397,50.2
2025-08-14,Unit 2,4346.7,27.95,6.28,0.417,52.7
2025-08-14,Unit 3,4300.9,27.95,6.19,0.468,46.2
2025-08-15,Unit 1,4332.8,26.96,6.07,0.449,50.6
2025-08-15,Unit 2,4335.3,28.56,5.8,0.455,45.1
2025-08-15,Unit 3,4456.7,28.08,6.54,0.427,49.0
2025-08-16,Unit 1,4332.1,30.73,6.24,0.42,51.7
2025-08-16,Unit 2,4373.2,28.41,6.43,0.436,47.6
2025-08-16,Unit 3,4303.2,28.16,6.32,0.407,48.2
2025-08-17,Unit 1,4338.8,28.0,6.08,0.395,46.5
2025-08-17,Unit 2,4373.7,29.14,6.64,0.46,49.7
2025-08-17,Unit 3,4341.4,29.0,6.49,0.497,48.2
2025-08-18,Unit 1,4342.5,27.26,6.04,0.429,47.1
2025-08-18,Unit 2,4325.8,28.64,6.37,0.405,48.1
2025-08-18,Unit 3,4367.6,28.26,6.22,0.407,46.7
2025-08-19,Unit 1,4389.4,29.38,6.35,0.468,44.9
2025-08-19,Unit 2,4385.0,29.07,6.55,0.397,50.6
2025-08-19,Unit 3,4289.5,28.43,6.02,0.387,44.3
2025-08-20,Unit 1,4383.1,27.13,6.26,0.454,43.2
2025-08-20,Unit 2,4286.3,28.61,6.51,0.439,48.2
2025-08-20,Unit 3,4364.7,26.75,6.21,0.407,50.7
2025-08-21,Unit 1,4330.9,27.96,6.6,0.362,48.0
2025-08-21,Unit 2,4373.7,28.08,6.08,0.435,46.7
2025-08-21,Unit 3,4351.4,26.66,6.29,0.434,49.2
2025-08-22,Unit 1,4325.8,27.12,5.59,0.409,46.4
2025-08-22,Unit 2,4349.1,27.37,6.24,0.477,47.2
2025-08-22,Unit 3,4322.0,28.33,5.97,0.407,46.9
2025-08-23,Unit 1,4354.8,27.65,5.59,0.459,49.4
2025-08-23,Unit 2,4375.1,29.3,6.32,0.425,48.5
2025-08-23,Unit 3,4345.2,29.15,6.03,0.456,48.1
2025-08-24,Unit 1,4305.4,26.61,6.53,0.352,47.6
2025-08-24,Unit 2,4356.4,28.53,5.89,0.471,48.5
2025-08-24,Unit 3,4312.7,27.2,6.41,0.407,46.3
2025-08-25,Unit 1,4312.6,27.82,6.56,0.451,49.9
2025-08-25,Unit 2,4353.3,28.17,6.39,0.423,52.2
2025-08-25,Unit 3,4390.8,28.52,6.45,0.425,47.4
2025-08-26,Unit 1,4281.3,28.19,6.47,0.413,50.9
2025-08-26,Unit 2,4319.0,29.09,6.79,0.419,50.5
2025-08-26,Unit 3,4231.8,27.49,6.01,0.391,48.2
2025-08-27,Unit 1,4335.8,29.18,5.9,0.404,49.5
2025-08-27,Unit 2,4395.1,28.62,5.8,0.446,50.6
2025-08-27,Unit 3,4398.9,28.42,6.19,0.435,44.9
2025-08-28,Unit 1,4329.5,27.85,6.36,0.4,50.1
2025-08-28,Unit 2,4385.8,28.1,6.15,0.495,45.4
2025-08-28,Unit 3,4336.6,28.29,6.12,0.441,49.5
2025-08-29,Unit 1,4429.3,27.64,6.56,0.424,48.7
2025-08-29,Unit 2,4358.5,27.84,6.26,0.479,47.4
2025-08-29,Unit 3,4372.7,28.48,6.62,0.432,49.6
2025-08-30,Unit 1,4356.7,28.16,5.83,0.458,48.3
2025-08-30,Unit 2,4359.4,29.25,6.22,0.387,45.6
2025-08-30,Unit 3,4360.2,27.58,6.39,0.411,50.5
2025-08-31,Unit 1,4389.1,29.65,6.17,0.415,47.6
2025-08-31,Unit 2,4344.2,27.07,6.65,0.396,48.1
2025-08-31,Unit 3,4336.6,28.48,5.61,0.395,48.4
2025-09-01,Unit 1,4404.6,27.95,6.21,0.447,46.9
2025-09-01,Unit 2,4383.1,26.79,6.21,0.352,47.8
2025-09-01,Unit 3,4372.3,27.93,6.23,0.375,48.8
2025-09-02,Unit 1,4332.7,27.37,6.04,0.438,49.4
2025-09-02,Unit 2,4314.8,26.89,6.32,0.419,47.1
2025-09-02,Unit 3,4322.4,28.13,6.48,0.399,45.2
2025-09-03,Unit 1,4367.4,27.85,6.42,0.381,48.1
2025-09-03,Unit 2,4381.0,27.03,6.55,0.414,44.1
2025-09-03,Unit 3,4330.8,27.47,5.69,0.39,46.6
2025-09-04,Unit 1,4324.4,29.19,5.98,0.378,43.7
2025-09-04,Unit 2,4348.9,29.09,6.4,0.395,45.9
2025-09-04,Unit 3,4319.8,27.92,6.63,0.4,44.9
2025-09-05,Unit 1,4340.6,28.35,6.58,0.433,46.8
2025-09-05,Unit 2,4397.6,27.76,6.53,0.513,47.9
2025-09-05,Unit 3,4323.5,26.78,6.1,0.447,46.1
2025-09-06,Unit 1,4424.1,27.67,5.87,0.409,50.9
2025-09-06,Unit 2,4387.8,27.56,5.64,0.481,46.0
2025-09-06,Unit 3,4393.3,27.73,6.66,0.356,49.5
2025-09-07,Unit 1,4374.9,28.21,6.36,0.42,45.7
2025-09-07,Unit 2,4335.1,27.99,6.11,0.425,50.4
2025-09-07,Unit 3,4331.3,27.23,6.83,0.466,47.8
2025-09-08,Unit 1,4391.3,26.87,6.33,0.446,49.8
2025-09-08,Unit 2,4413.0,27.96,5.98,0.394,48.7
2025-09-08,Unit 3,4321.4,28.94,6.11,0.383,47.7
2025-09-09,Unit 1,4325.1,27.92,6.28,0.399,47.4
2025-09-09,Unit 2,4377.9,28.32,6.14,0.435,47.2
2025-09-09,Unit 3,4373.2,26.8,6.14,0.422,47.5
2025-09-10,Unit 1,4402.0,26.88,6.44,0.454,47.9
2025-09-10,Unit 2,4310.9,29.39,6.45,0.393,48.7
2025-09-10,Unit 3,4398.3,26.6,6.87,0.422,50.1
2025-09-11,Unit 1,4386.2,26.38,6.45,0.46,47.6
2025-09-11,Unit 2,4301.3,28.24,6.19,0.368,50.8
2025-09-11,Unit 3,4315.5,29.14,5.95,0.403,45.1
2025-09-12,Unit 1,4387.4,28.41,5.9,0.409,49.6
2025-09-12,Unit 2,4282.8,27.6,6.28,0.45,49.3
2025-09-12,Unit 3,4347.3,27.21,6.44,0.431,45.5
2025-09-13,Unit 1,4432.2,28.12,5.78,0.401,47.1
2025-09-13,Unit 2,4411.1,29.52,7.06,0.393,53.6
2025-09-13,Unit 3,4297.2,27.81,6.59,0.418,48.3
2025-09-14,Unit 1,4296.7,28.41,6.81,0.413,46.9
2025-09-14,Unit 2,4340.4,28.18,6.04,0.472,49.6
2025-09-14,Unit 3,4342.3,28.36,6.15,0.437,49.5
2025-09-15,Unit 1,4322.4,28.37,6.59,0.455,45.5
2025-09-15,Unit 2,4362.5,26.81,6.38,0.46,47.7
2025-09-15,Unit 3,4409.8,27.77,5.61,0.429,45.1
2025-09-16,Unit 1,4370.4,28.92,5.94,0.4,46.7
2025-09-16,Unit 2,4329.4,28.0,6.65,0.443,51.0
2025-09-16,Unit 3,4361.8,28.25,6.6,0.367,46.1
2025-09-17,Unit 1,4371.4,26.37,6.53,0.463,52.7
2025-09-17,Unit 2,4393.2,29.1,6.26,0.414,45.3
2025-09-17,Unit 3,4394.5,28.34,6.06,0.426,45.8
2025-09-18,Unit 1,4346.3,26.95,5.17,0.365,44.7
2025-09-18,Unit 2,4368.5,28.35,6.36,0.343,48.1
2025-09-18,Unit 3,4246.7,27.33,6.24,0.454,47.4
2025-09-19,Unit 1,4346.6,29.8,6.14,0.415,45.1
2025-09-19,Unit 2,4298.3,28.07,5.88,0.385,47.2
2025-09-19,Unit 3,4357.3,27.21,6.23,0.425,45.0
2025-09-20,Unit 1,4326.1,28.45,6.23,0.368,49.7
2025-09-20,Unit 2,4389.0,27.61,6.31,0.368,47.7
2025-09-20,Unit 3,4351.3,27.86,6.52,0.42,48.5
2025-09-21,Unit 1,4367.2,28.96,6.42,0.448,46.8
2025-09-21,Unit 2,4415.1,27.77,5.96,0.435,48.2
2025-09-21,Unit 3,4393.0,27.61,6.27,0.464,47.1
2025-09-22,Unit 1,4361.2,27.86,6.23,0.414,44.4
2025-09-22,Unit 2,4330.2,26.81,6.18,0.373,48.8
2025-09-22,Unit 3,4322.5,28.63,5.66,0.39,45.8
2025-09-23,Unit 1,4349.8,27.8,5.77,0.424,49.9
2025-09-23,Unit 2,4326.8,28.36,6.38,0.465,44.9
2025-09-23,Unit 3,4297.7,28.18,6.28,0.389,47.0
2025-09-24,Unit 1,4374.2,27.67,6.18,0.423,48.2
2025-09-24,Unit 2,4196.5,28.99,6.04,0.396,47.2
2025-09-24,Unit 3,4374.9,28.51,5.96,0.391,47.0
2025-09-25,Unit 1,4323.7,27.25,6.57,0.397,47.3
2025-09-25,Unit 2,4305.3,27.83,5.75,0.456,47.1
2025-09-25,Unit 3,4301.8,27.21,5.99,0.407,45.6
2025-09-26,Unit 1,4274.8,27.18,6.23,0.463,50.2
2025-09-26,Unit 2,4342.4,27.93,5.54,0.414,49.7
2025-09-26,Unit 3,4328.7,27.69,5.86,0.431,52.9
2025-09-27,Unit 1,4362.5,28.68,6.18,0.417,47.1
2025-09-27,Unit 2,4394.1,28.14,6.26,0.426,51.5
2025-09-27,Unit 3,4325.7,28.87,6.57,0.431,47.0
2025-09-28,Unit 1,4341.0,27.05,6.63,0.364,51.0
2025-09-28,Unit 2,4381.5,28.37,6.42,0.417,51.5
2025-09-28,Unit 3,4336.5,28.97,6.2,0.428,50.8
2025-09-29,Unit 1,4430.9,29.09,6.18,0.488,49.1
2025-09-29,Unit 2,4344.1,28.6,6.52,0.383,47.4
2025-09-29,Unit 3,4349.8,28.61,6.09,0.422,44.8
2025-09-30,Unit 1,4316.9,28.57,5.78,0.379,47.9
2025-09-30,Unit 2,4347.6,28.77,6.33,0.425,48.7
2025-09-30,Unit 3,4257.8,29.33,5.85,0.496,52.2
