Date,Unit,Coal Used (Ton),SFC (kg/MWh),Heat Rate (kcal/kWh),Boiler Efficiency (%)
2025-06-02,Unit 1,1122.23,465.44,2991.82,88.21
2025-06-02,Unit 2,953.0,459.34,2957.84,87.92
2025-06-02,Unit 3,872.63,451.42,2945.55,88.48
2025-06-03,Unit 1,914.38,459.92,2971.73,87.68
2025-06-03,Unit 2,1040.21,455.55,2961.42,87.72
2025-06-03,Unit 3,1084.11,453.54,2943.93,87.78
2025-06-04,Unit 1,980.5,453.78,2913.42,89.07
2025-06-04,Unit 2,910.54,453.39,2943.95,87.73
2025-06-04,Unit 3,888.0,453.29,2894.96,87.88
2025-06-05,Unit 1,988.42,456.57,2949.81,87.98
2025-06-05,Unit 2,869.08,457.86,2949.37,87.95
2025-06-05,Unit 3,874.4,453.58,2908.08,88.27
2025-06-06,Unit 1,852.43,451.94,2945.64,87.41
2025-06-06,Unit 2,789.86,450.0,2932.28,86.63
2025-06-06,Unit 3,794.51,446.07,2894.29,88.19
2025-06-07,Unit 1,901.6,462.56,3007.68,87.71
2025-06-07,Unit 2,892.8,449.69,2916.42,87.6
2025-06-07,Unit 3,1000.13,458.27,2969.56,88.85
2025-06-08,Unit 1,946.8,452.43,2921.06,88.16
2025-06-08,Unit 2,981.43,461.51,2987.35,87.51
2025-06-08,Unit 3,1011.21,451.41,2944.3,87.79
2025-06-09,Unit 1,1042.07,458.68,2941.96,87.61
2025-06-09,Unit 2,922.68,473.04,3036.47,87.27
2025-06-09,Unit 3,922.32,457.12,2962.41,88.1
2025-06-10,Unit 1,1008.37,454.96,2924.46,87.13
2025-06-10,Unit 2,1052.67,457.51,2955.09,87.11
2025-06-10,Unit 3,1008.42,459.42,2988.06,87.57
2025-06-11,Unit 1,1066.08,455.92,2964.41,88.33
2025-06-11,Unit 2,975.96,458.53,2982.19,88.08
2025-06-11,Unit 3,945.37,453.64,2922.32,88.57
2025-06-12,Unit 1,954.9,456.89,2948.52,87.81
2025-06-12,Unit 2,872.4,453.25,2927.44,88.67
2025-06-12,Unit 3,965.91,446.01,2931.49,87.73
2025-06-13,Unit 1,1028.58,464.98,2968.39,88.21
2025-06-13,Unit 2,975.28,453.77,2937.48,87.53
2025-06-13,Unit 3,817.67,452.09,2959.42,88.24
2025-06-14,Unit 1,930.48,453.05,2933.16,87.91
2025-06-14,Unit 2,836.51,452.23,2943.51,88.39
2025-06-14,Unit 3,1011.19,448.65,2931.99,89.03
2025-06-15,Unit 1,1021.44,445.64,2920.53,87.92
2025-06-15,Unit 2,1040.94,449.85,2917.74,87.81
2025-06-15,Unit 3,828.72,454.18,2949.95,88.03
2025-06-16,Unit 1,920.75,448.84,2899.13,87.78
2025-06-16,Unit 2,917.79,457.8,2969.75,88.21
2025-06-16,Unit 3,896.63,451.11,2930.54,87.49
2025-06-17,Unit 1,909.72,455.53,2932.99,87.33
2025-06-17,Unit 2,969.12,466.14,3018.37,88.36
2025-06-17,Unit 3,866.44,453.54,2935.02,87.34
2025-06-18,Unit 1,895.1,450.75,2937.59,88.2
2025-06-18,Unit 2,949.36,452.5,2930.81,87.47
2025-06-18,Unit 3,1027.26,452.76,2937.24,88.39
2025-06-19,Unit 1,1018.02,452.68,2942.48,86.56
2025-06-19,Unit 2,962.69,449.3,2926.13,87.04
2025-06-19,Unit 3,936.97,454.73,2951.95,87.53
2025-06-20,Unit 1,1013.4,443.67,2878.53,87.3
2025-06-20,Unit 2,881.05,453.28,2969.89,86.59
2025-06-20,Unit 3,780.12,453.23,2946.46,89.01
2025-06-21,Unit 1,909.14,446.24,2899.75,88.05
2025-06-21,Unit 2,1052.19,458.59,2946.99,88.52
2025-06-21,Unit 3,1005.82,454.86,2940.28,86.86
2025-06-22,Unit 1,902.41,448.64,2927.68,89.33
2025-06-22,Unit 2,1029.12,451.96,2932.39,88.2
2025-06-22,Unit 3,932.94,455.32,2956.89,88.11
2025-06-23,Unit 1,1117.15,459.23,2946.68,87.42
2025-06-23,Unit 2,955.61,456.16,2946.06,88.3
2025-06-23,Unit 3,893.29,447.99,2911.98,86.83
2025-06-24,Unit 1,1091.31,453.33,2960.37,88.39
2025-06-24,Unit 2,885.59,456.3,2980.18,87.55
2025-06-24,Unit 3,996.87,463.89,3027.79,88.78
2025-06-25,Unit 1,1011.04,451.88,2949.39,87.26
2025-06-25,Unit 2,998.08,451.7,2939.64,88.01
2025-06-25,Unit 3,1090.39,453.58,2932.55,87.83
2025-06-26,Unit 1,934.59,446.42,2890.66,87.76
2025-06-26,Unit 2,1002.85,444.2,2882.35,88.81
2025-06-26,Unit 3,1043.57,449.39,2923.5,87.89
2025-06-27,Unit 1,993.23,463.2,3000.66,87.26
2025-06-27,Unit 2,867.27,451.98,2932.13,86.71
2025-06-27,Unit 3,976.21,460.1,2983.02,88.19
2025-06-28,Unit 1,856.16,457.38,2951.44,87.23
2025-06-28,Unit 2,947.75,460.58,2976.35,87.51
2025-06-28,Unit 3,1109.58,458.47,2967.18,88.75
2025-06-29,Unit 1,1011.37,455.3,2948.94,88.78
2025-06-29,Unit 2,975.93,459.39,2936.17,88.25
2025-06-29,Unit 3,1018.62,464.21,3002.5,87.03
2025-06-30,Unit 1,810.02,457.47,2946.57,86.28
2025-06-30,Unit 2,951.2,450.05,2932.8,88.18
2025-06-30,Unit 3,859.38,454.23,2962.92,87.81
2025-07-01,Unit 1,971.9,458.12,2976.47,88.67
2025-07-01,Unit 2,966.21,469.3,3024.94,87.49
2025-07-01,Unit 3,1038.77,452.6,2952.91,87.74
2025-07-02,Unit 1,1005.04,450.4,2908.75,87.79
2025-07-02,Unit 2,908.06,443.87,2906.94,89.02
2025-07-02,Unit 3,937.7,463.49,2995.79,88.1
2025-07-03,Unit 1,957.55,447.17,2942.37,87.69
2025-07-03,Unit 2,1028.91,456.18,2939.33,87.08
2025-07-03,Unit 3,992.55,450.3,2931.29,87.92
2025-07-04,Unit 1,1038.06,448.89,2907.18,87.81
2025-07-04,Unit 2,1065.78,456.45,2943.38,88.4
2025-07-04,Unit 3,972.78,459.48,2960.16,88.36
2025-07-05,Unit 1,1046.94,444.92,2892.3,86.94
2025-07-05,Unit 2,1094.47,474.3,3026.71,87.81
2025-07-05,Unit 3,1006.01,452.87,2930.9,86.9
2025-07-06,Unit 1,993.05,462.32,2990.9,87.88
2025-07-06,Unit 2,927.12,452.67,2908.04,88.13
2025-07-06,Unit 3,1092.58,457.35,2963.66,87.59
2025-07-07,Unit 1,918.71,449.47,2937.31,87.47
2025-07-07,Unit 2,825.44,455.31,2954.68,87.46
2025-07-07,Unit 3,1098.09,459.04,2971.02,88.12
2025-07-08,Unit 1,878.3,457.33,2976.17,87.39
2025-07-08,Unit 2,840.07,466.86,3003.45,87.91
2025-07-08,Unit 3,931.92,457.43,2974.88,87.04
2025-07-09,Unit 1,1109.83,462.29,2989.81,87.48
2025-07-09,Unit 2,1028.93,457.31,2950.86,88.09
2025-07-09,Unit 3,984.74,449.14,2909.85,87.49
2025-07-10,Unit 1,1062.45,462.83,2997.64,87.61
2025-07-10,Unit 2,987.0,458.17,2961.92,87.93
2025-07-10,Unit 3,1086.8,470.62,3020.05,87.67
2025-07-11,Unit 1,810.04,458.1,2969.58,87.26
2025-07-11,Unit 2,876.92,461.51,2973.58,87.48
2025-07-11,Unit 3,1096.36,457.87,2954.64,88.11
2025-07-12,Unit 1,987.12,457.38,2959.76,86.79
2025-07-12,Unit 2,1063.38,463.88,3009.74,87.48
2025-07-12,Unit 3,748.47,443.75,2855.32,87.74
2025-07-13,Unit 1,1026.47,467.02,3012.67,86.26
2025-07-13,Unit 2,935.56,456.3,2964.98,87.8
2025-07-13,Unit 3,976.15,448.12,2920.48,87.87
2025-07-14,Unit 1,1057.47,447.32,2919.01,88.3
2025-07-14,Unit 2,952.41,460.57,2985.8,88.31
2025-07-14,Unit 3,971.73,452.3,2957.03,87.88
2025-07-15,Unit 1,997.47,450.72,2953.41,88.17
2025-07-15,Unit 2,1016.73,458.86,2957.34,87.82
2025-07-15,Unit 3,1014.67,453.86,2961.61,87.07
2025-07-16,Unit 1,915.97,455.28,2933.73,87.94
2025-07-16,Unit 2,1025.83,460.92,2955.06,88.38
2025-07-16,Unit 3,957.35,448.85,2908.4,87.49
2025-07-17,Unit 1,861.63,456.51,2990.57,87.59
2025-07-17,Unit 2,998.8,459.7,2968.07,88.31
2025-07-17,Unit 3,1040.51,461.32,2976.12,89.23
2025-07-18,Unit 1,827.58,454.88,2952.54,88.38
2025-07-18,Unit 2,969.27,457.68,2963.28,87.67
2025-07-18,Unit 3,899.28,451.51,2914.35,87.59
2025-07-19,Unit 1,1084.31,454.21,2972.6,87.88
2025-07-19,Unit 2,883.84,455.7,2954.24,88.4
2025-07-19,Unit 3,1091.06,451.9,2934.8,88.02
2025-07-20,Unit 1,866.0,449.29,2941.57,88.22
2025-07-20,Unit 2,1038.01,451.86,2934.32,88.51
2025-07-20,Unit 3,916.21,456.6,2949.12,87.32
2025-07-21,Unit 1,1056.76,457.85,2945.47,86.88
2025-07-21,Unit 2,1080.4,452.47,2931.64,87.01
2025-07-21,Unit 3,1007.97,454.14,2919.74,88.97
2025-07-22,Unit 1,1089.51,454.51,2946.95,86.66
2025-07-22,Unit 2,800.73,448.96,2921.14,88.38
2025-07-22,Unit 3,1094.75,453.94,2920.62,87.24
2025-07-23,Unit 1,1086.88,452.8,2941.91,88.38
2025-07-23,Unit 2,899.7,449.1,2932.38,87.13
2025-07-23,Unit 3,1094.91,460.3,2982.38,87.56
2025-07-24,Unit 1,977.28,457.22,2970.53,88.47
2025-07-24,Unit 2,899.09,460.2,2985.65,87.89
2025-07-24,Unit 3,980.03,462.2,2983.36,86.63
2025-07-25,Unit 1,961.56,448.7,2913.31,87.45
2025-07-25,Unit 2,951.85,455.73,2952.61,87.82
2025-07-25,Unit 3,983.2,457.58,2977.26,87.74
2025-07-26,Unit 1,923.99,465.43,3007.38,87.96
2025-07-26,Unit 2,1015.8,451.48,2944.01,88.17
2025-07-26,Unit 3,961.1,461.31,2971.98,88.54
2025-07-27,Unit 1,875.12,456.32,2951.41,87.9
2025-07-27,Unit 2,865.58,453.96,2955.72,88.31
2025-07-27,Unit 3,983.24,456.3,2961.59,86.9
2025-07-28,Unit 1,1057.85,452.94,2939.35,86.95
2025-07-28,Unit 2,1078.37,461.46,2984.06,87.03
2025-07-28,Unit 3,1054.11,458.25,2965.01,87.98
2025-07-29,Unit 1,1058.7,458.38,2993.68,88.06
2025-07-29,Unit 2,953.39,458.33,2971.4,87.44
2025-07-29,Unit 3,1072.11,452.22,2959.11,88.53
2025-07-30,Unit 1,821.53,458.26,2932.52,88.0
2025-07-30,Unit 2,977.41,459.52,2962.13,87.87
2025-07-30,Unit 3,934.08,453.1,2948.48,87.4
2025-07-31,Unit 1,1020.42,458.57,2956.28,87.07
2025-07-31,Unit 2,986.35,449.84,2941.97,87.04
2025-07-31,Unit 3,972.45,457.03,2969.63,88.33
2025-08-01,Unit 1,886.24,453.98,2964.5,86.85
2025-08-01,Unit 2,895.97,451.04,2943.63,86.76
2025-08-01,Unit 3,967.09,450.76,2934.39,88.45
2025-08-02,Unit 1,1082.43,462.13,2982.95,88.19
2025-08-02,Unit 2,934.65,458.83,2964.99,87.05
2025-08-02,Unit 3,1011.13,464.97,3009.13,88.03
2025-08-03,Unit 1,1084.55,457.72,2969.24,87.55
2025-08-03,Unit 2,943.93,453.85,2913.75,87.05
2025-08-03,Unit 3,1023.35,446.93,2917.04,87.2
2025-08-04,Unit 1,1019.39,457.14,2973.36,87.43
2025-08-04,Unit 2,857.15,460.23,2944.28,87.99
2025-08-04,Unit 3,956.79,453.44,2963.16,87.56
2025-08-05,Unit 1,957.75,456.02,2931.42,87.45
2025-08-05,Unit 2,1041.49,462.49,2992.66,87.39
2025-08-05,Unit 3,1034.48,453.04,2936.04,88.09
2025-08-06,Unit 1,940.95,458.94,2962.21,87.95
2025-08-06,Unit 2,1104.64,455.39,2928.36,87.85
2025-08-06,Unit 3,999.07,445.66,2886.64,87.22
2025-08-07,Unit 1,1103.65,455.74,2946.22,86.25
2025-08-07,Unit 2,891.59,450.2,2930.32,88.94
2025-08-07,Unit 3,1072.2,452.05,2950.82,88.12
2025-08-08,Unit 1,1008.9,464.04,3020.44,87.27
2025-08-08,Unit 2,980.24,450.75,2903.11,87.56
2025-08-08,Unit 3,831.73,454.72,2962.01,87.34
2025-08-09,Unit 1,943.21,449.77,2948.87,88.45
2025-08-09,Unit 2,951.3,450.22,2925.77,87.3
2025-08-09,Unit 3,940.13,455.36,2952.86,88.77
2025-08-10,Unit 1,983.92,446.07,2881.42,87.68
2025-08-10,Unit 2,986.06,448.43,2936.35,86.45
2025-08-10,Unit 3,992.12,454.87,2949.35,88.14
2025-08-11,Unit 1,889.86,454.69,2978.33,88.9
2025-08-11,Unit 2,900.81,449.4,2928.61,87.35
2025-08-11,Unit 3,878.23,452.46,2927.78,87.46
2025-08-12,Unit 1,857.39,451.72,2939.61,88.3
2025-08-12,Unit 2,1023.82,455.36,2953.76,87.84
2025-08-12,Unit 3,1030.73,455.98,2961.34,87.81
2025-08-13,Unit 1,966.9,448.66,2900.42,87.81
2025-08-13,Unit 2,990.18,452.65,2932.26,87.8
2025-08-13,Unit 3,1017.07,451.26,2937.19,86.81
2025-08-14,Unit 1,1095.37,455.2,2937.27,87.51
2025-08-14,Unit 2,823.68,456.02,2934.46,87.13
2025-08-14,Unit 3,981.37,456.17,2979.72,88.0
2025-08-15,Unit 1,1094.81,457.92,2937.71,88.45
2025-08-15,Unit 2,826.44,452.85,2924.29,86.75
2025-08-15,Unit 3,992.77,448.35,2919.69,88.12
2025-08-16,Unit 1,939.27,454.82,2947.47,87.23
2025-08-16,Unit 2,1020.89,449.33,2936.78,88.65
2025-08-16,Unit 3,921.16,461.81,2982.43,87.39
2025-08-17,Unit 1,955.26,455.85,2951.84,88.12
2025-08-17,Unit 2,1009.65,464.93,3006.24,88.0
2025-08-17,Unit 3,1069.95,456.18,2950.9,87.99
2025-08-18,Unit 1,950.66,452.35,2921.34,88.66
2025-08-18,Unit 2,954.79,459.04,2959.63,86.88
2025-08-18,Unit 3,1010.27,449.82,2914.9,88.14
2025-08-19,Unit 1,989.15,457.81,2962.09,87.33
2025-08-19,Unit 2,830.97,461.15,2976.87,87.82
2025-08-19,Unit 3,920.44,457.87,2945.39,87.83
2025-08-20,Unit 1,1052.21,455.02,2980.68,87.48
2025-08-20,Unit 2,1049.13,456.65,2979.13,87.82
2025-08-20,Unit 3,880.66,444.76,2912.88,88.65
2025-08-21,Unit 1,946.96,459.8,2976.91,88.59
2025-08-21,Unit 2,965.85,450.9,2921.59,88.61
2025-08-21,Unit 3,747.02,442.57,2908.36,87.36
2025-08-22,Unit 1,1066.91,457.94,2960.4,87.18
2025-08-22,Unit 2,900.96,456.97,2977.67,86.67
2025-08-22,Unit 3,945.0,459.04,2973.22,87.86
2025-08-23,Unit 1,946.82,460.58,2968.93,86.93
2025-08-23,Unit 2,1054.46,449.24,2937.8,88.5
2025-08-23,Unit 3,1025.09,459.36,2965.61,87.85
2025-08-24,Unit 1,974.49,469.05,3020.09,87.13
2025-08-24,Unit 2,982.44,457.38,2952.48,88.57
2025-08-24,Unit 3,960.94,454.09,2955.93,87.42
2025-08-25,Unit 1,995.8,461.79,2990.51,88.04
2025-08-25,Unit 2,991.13,450.79,2940.26,87.78
2025-08-25,Unit 3,973.07,453.82,2950.61,86.6
2025-08-26,Unit 1,996.43,457.4,2946.2,87.76
2025-08-26,Unit 2,984.85,456.05,2971.36,88.43
2025-08-26,Unit 3,1067.58,459.08,2958.04,87.16
2025-08-27,Unit 1,906.17,459.43,2980.51,87.85
2025-08-27,Unit 2,878.1,452.24,2942.59,88.41
2025-08-27,Unit 3,955.64,460.99,2996.89,88.68
2025-08-28,Unit 1,934.21,456.43,2934.51,87.4
2025-08-28,Unit 2,1071.29,449.89,2924.07,89.25
2025-08-28,Unit 3,983.57,455.05,2933.39,87.86
2025-08-29,Unit 1,1019.44,454.4,2959.69,87.59
2025-08-29,Unit 2,1043.08,459.26,2962.01,87.27
2025-08-29,Unit 3,1088.2,451.38,2946.68,87.66
2025-08-30,Unit 1,931.29,450.85,2921.76,87.96
2025-08-30,Unit 2,867.9,454.82,2944.84,87.46
2025-08-30,Unit 3,992.85,456.94,2962.62,87.68
2025-08-31,Unit 1,1022.14,457.53,2970.3,86.85
2025-08-31,Unit 2,910.98,454.61,2931.88,87.91
2025-08-31,Unit 3,1007.55,452.64,2930.1,88.34
2025-09-01,Unit 1,1053.42,443.02,2900.69,88.01
2025-09-01,Unit 2,945.91,449.73,2931.03,87.16
2025-09-01,Unit 3,927.28,460.25,2973.45,88.19
2025-09-02,Unit 1,974.65,449.52,2909.13,87.37
2025-09-02,Unit 2,954.6,451.55,2926.06,87.46
2025-09-02,Unit 3,1090.23,450.52,2946.68,87.69
2025-09-03,Unit 1,891.06,447.24,2916.37,87.96
2025-09-03,Unit 2,1012.17,452.32,2946.29,87.19
2025-09-03,Unit 3,1079.55,453.3,2896.47,88.23
2025-09-04,Unit 1,893.16,457.53,2954.23,86.94
2025-09-04,Unit 2,1106.15,460.57,2983.81,87.9
2025-09-04,Unit 3,911.94,453.78,2958.83,87.95
2025-09-05,Unit 1,902.56,459.47,2962.44,87.96
2025-09-05,Unit 2,874.14,455.23,2958.29,87.94
2025-09-05,Unit 3,1050.38,455.44,2950.34,87.43
2025-09-06,Unit 1,1042.28,441.75,2852.74,87.85
2025-09-06,Unit 2,925.83,446.15,2922.29,87.57
2025-09-06,Unit 3,970.89,450.01,2945.63,87.89
2025-09-07,Unit 1,970.95,454.29,2955.82,87.09
2025-09-07,Unit 2,888.88,457.76,2964.66,87.14
2025-09-07,Unit 3,922.33,452.52,2948.45,87.51
2025-09-08,Unit 1,1031.1,446.78,2899.05,88.4
2025-09-08,Unit 2,893.8,445.17,2897.16,88.0
2025-09-08,Unit 3,1118.86,463.61,2995.53,87.81
2025-09-09,Unit 1,905.98,456.97,2966.94,88.68
2025-09-09,Unit 2,968.94,451.51,2904.08,87.6
2025-09-09,Unit 3,813.43,449.71,2928.42,88.08
2025-09-10,Unit 1,771.59,445.24,2899.36,88.68
2025-09-10,Unit 2,1109.18,461.36,2972.23,88.01
2025-09-10,Unit 3,1071.69,452.86,2926.97,87.78
2025-09-11,Unit 1,936.35,450.86,2943.79,87.34
2025-09-11,Unit 2,1035.79,456.59,2965.63,88.76
2025-09-11,Unit 3,1025.19,459.11,2980.0,88.26
2025-09-12,Unit 1,998.89,452.91,2955.83,87.6
2025-09-12,Unit 2,941.43,467.93,3012.89,87.28
2025-09-12,Unit 3,968.22,458.56,2955.64,87.09
2025-09-13,Unit 1,752.28,444.9,2912.41,88.29
2025-09-13,Unit 2,888.03,454.78,2940.02,88.0
2025-09-13,Unit 3,947.8,460.94,2997.26,86.81
2025-09-14,Unit 1,1044.5,459.7,2982.49,87.87
2025-09-14,Unit 2,1052.59,450.97,2918.66,88.14
2025-09-14,Unit 3,1017.6,462.28,2978.69,87.79
2025-09-15,Unit 1,972.59,463.55,2987.98,88.16
2025-09-15,Unit 2,911.79,458.45,2964.42,88.31
2025-09-15,Unit 3,804.0,451.07,2936.54,87.24
2025-09-16,Unit 1,997.8,454.04,2946.11,87.99
2025-09-16,Unit 2,1100.15,455.66,2942.6,87.38
2025-09-16,Unit 3,946.45,459.09,2973.22,87.83
2025-09-17,Unit 1,942.43,445.96,2884.23,88.22
2025-09-17,Unit 2,1088.8,453.05,2938.08,87.23
2025-09-17,Unit 3,955.75,448.41,2907.55,87.68
2025-09-18,Unit 1,980.44,451.62,2918.54,86.62
2025-09-18,Unit 2,960.29,454.42,2928.77,86.52
2025-09-18,Unit 3,1011.16,468.04,2988.27,86.59
2025-09-19,Unit 1,846.29,461.51,2996.84,88.27
2025-09-19,Unit 2,921.96,455.28,2943.31,88.08
2025-09-19,Unit 3,992.4,457.45,2949.02,87.85
2025-09-20,Unit 1,1097.01,455.57,2974.18,87.73
2025-09-20,Unit 2,1075.28,446.45,2890.11,87.27
2025-09-20,Unit 3,1035.51,453.41,2959.27,88.53
2025-09-21,Unit 1,966.95,456.05,2946.65,87.86
2025-09-21,Unit 2,1087.12,451.31,2934.17,87.51
2025-09-21,Unit 3,996.43,449.44,2934.12,88.17
2025-09-22,Unit 1,1047.97,464.73,3009.55,87.21
2025-09-22,Unit 2,995.2,457.09,2948.05,87.9
2025-09-22,Unit 3,914.15,456.78,2967.24,87.97
2025-09-23,Unit 1,948.27,450.31,2897.05,87.61
2025-09-23,Unit 2,1098.71,453.22,2910.94,87.39
2025-09-23,Unit 3,1080.84,459.24,2982.4,87.41
2025-09-24,Unit 1,1055.61,456.99,2969.59,89.05
2025-09-24,Unit 2,1112.94,463.42,3001.28,86.86
2025-09-24,Unit 3,890.84,454.53,2969.91,86.57
2025-09-25,Unit 1,1104.52,460.75,2988.3,87.6
2025-09-25,Unit 2,931.53,453.27,2951.29,86.94
2025-09-25,Unit 3,1040.18,457.27,2942.96,86.38
2025-09-26,Unit 1,946.29,459.3,2966.66,87.96
2025-09-26,Unit 2,940.74,449.09,2909.17,88.28
2025-09-26,Unit 3,868.98,457.93,2951.66,88.48
2025-09-27,Unit 1,1063.4,456.92,2974.61,88.23
2025-09-27,Unit 2,858.13,450.97,2946.61,87.94
2025-09-27,Unit 3,835.89,455.23,2968.21,87.03
2025-09-28,Unit 1,958.72,457.44,2947.66,87.81
2025-09-28,Unit 2,961.54,459.23,2963.99,88.29
2025-09-28,Unit 3,1072.07,467.39,3004.05,87.67
2025-09-29,Unit 1,972.34,447.8,2915.4,87.41
2025-09-29,Unit 2,871.0,459.17,2973.11,88.22
2025-09-29,Unit 3,950.59,452.23,2933.04,87.86
2025-09-30,Unit 1,1111.98,458.78,2981.07,88.3
2025-09-30,Unit 2,1017.91,457.96,2935.32,88.49
2025-09-30,Unit 3,982.14,456.19,2968.19,87.19
2025-10-01,Unit 1,903.0,445.95,2898.24,88.8
2025-10-01,Unit 2,923.84,451.44,2915.03,87.52
2025-10-01,Unit 3,864.13,450.09,2929.52,87.72
2025-10-02,Unit 1,961.3,453.55,2953.15,87.53
2025-10-02,Unit 2,1021.06,454.95,2955.94,88.01
2025-10-02,Unit 3,1085.41,452.61,2939.01,87.02
2025-10-03,Unit 1,1117.57,461.71,2982.04,87.83
2025-10-03,Unit 2,1061.23,444.9,2889.16,89.26
2025-10-03,Unit 3,950.14,456.42,2972.61,88.38
2025-10-04,Unit 1,897.18,465.87,2986.81,88.29
2025-10-04,Unit 2,888.92,447.54,2902.19,88.45
2025-10-04,Unit 3,872.41,460.36,2963.29,87.67
2025-10-05,Unit 1,1000.91,452.86,2947.2,87.8
2025-10-05,Unit 2,1081.31,461.18,2994.81,87.93
2025-10-05,Unit 3,776.81,454.73,2954.79,88.53
2025-10-06,Unit 1,891.24,453.87,2942.92,88.52
2025-10-06,Unit 2,918.1,457.01,2982.03,88.12
2025-10-06,Unit 3,896.92,463.62,2964.73,87.98
2025-10-07,Unit 1,954.6,459.94,2963.6,86.3
2025-10-07,Unit 2,1084.33,456.68,2933.09,88.35
2025-10-07,Unit 3,1022.98,453.54,2943.45,87.68
2025-10-08,Unit 1,861.45,447.95,2931.92,87.91
2025-10-08,Unit 2,1003.15,462.49,2995.89,87.72
2025-10-08,Unit 3,1034.09,452.3,2948.43,88.8
2025-10-09,Unit 1,853.25,454.49,2956.79,87.68
2025-10-09,Unit 2,897.56,454.6,2950.24,88.08
2025-10-09,Unit 3,1011.73,450.61,2931.42,88.13
2025-10-10,Unit 1,1004.28,460.74,2966.6,87.7
2025-10-10,Unit 2,955.44,454.59,2971.28,87.77
2025-10-10,Unit 3,1017.33,453.36,2929.24,87.64
2025-10-11,Unit 1,1058.8,456.25,2977.27,87.64
2025-10-11,Unit 2,971.61,449.89,2947.78,87.7
2025-10-11,Unit 3,983.79,447.35,2913.26,88.11
2025-10-12,Unit 1,1052.77,463.5,3007.06,87.02
2025-10-12,Unit 2,891.4,458.64,2962.58,88.74
2025-10-12,Unit 3,907.62,448.91,2908.54,88.37
2025-10-13,Unit 1,1076.74,463.5,3006.03,87.57
2025-10-13,Unit 2,842.51,447.99,2897.45,88.29
2025-10-13,Unit 3,1052.47,451.66,2936.2,87.86
2025-10-14,Unit 1,1102.57,454.29,2961.51,88.97
2025-10-14,Unit 2,838.14,454.86,2941.25,87.69
2025-10-14,Unit 3,878.26,452.05,2943.59,88.21
2025-10-15,Unit 1,929.04,455.7,2946.02,88.2
2025-10-15,Unit 2,1089.88,456.99,2935.9,86.71
2025-10-15,Unit 3,1001.16,451.07,2931.01,86.98
2025-10-16,Unit 1,817.7,450.65,2895.88,87.58
2025-10-16,Unit 2,1054.68,450.59,2923.44,88.12
2025-10-16,Unit 3,907.16,463.12,2988.86,87.93
2025-10-17,Unit 1,999.5,460.97,2968.78,86.63
2025-10-17,Unit 2,1042.33,447.99,2909.93,86.95
2025-10-17,Unit 3,990.97,455.63,2921.82,87.41
2025-10-18,Unit 1,1038.05,458.24,2966.79,86.52
2025-10-18,Unit 2,883.93,459.36,2969.43,87.21
2025-10-18,Unit 3,1022.81,455.95,2953.15,87.59
2025-10-19,Unit 1,929.75,451.33,2927.02,88.62
2025-10-19,Unit 2,982.02,455.15,2974.77,88.34
2025-10-19,Unit 3,962.05,459.42,2983.6,88.44
2025-10-20,Unit 1,1071.56,455.91,2947.41,88.29
2025-10-20,Unit 2,983.52,461.25,2966.0,87.25
2025-10-20,Unit 3,918.69,453.44,2929.83,86.54
2025-10-21,Unit 1,995.62,453.8,2921.43,87.95
2025-10-21,Unit 2,889.06,455.7,2956.04,87.78
2025-10-21,Unit 3,949.44,450.11,2944.33,87.09
2025-10-22,Unit 1,887.62,452.81,2916.45,87.93
2025-10-22,Unit 2,996.53,455.07,2965.08,87.86
2025-10-22,Unit 3,881.67,450.83,2928.99,88.12
2025-10-23,Unit 1,1041.67,455.49,2954.06,87.5
2025-10-23,Unit 2,963.98,455.79,2976.96,88.05
2025-10-23,Unit 3,1096.9,454.99,2948.71,88.63
2025-10-24,Unit 1,1046.77,455.66,2930.41,87.88
2025-10-24,Unit 2,947.01,452.35,2917.93,88.03
2025-10-24,Unit 3,990.08,453.06,2939.62,86.63
2025-10-25,Unit 1,1033.94,461.65,2978.92,88.22
2025-10-25,Unit 2,1057.83,462.53,2980.46,88.52
2025-10-25,Unit 3,943.77,456.39,2959.35,87.13
2025-10-26,Unit 1,977.75,449.52,2945.67,88.65
2025-10-26,Unit 2,741.54,443.17,2906.66,86.69
2025-10-26,Unit 3,1030.88,463.27,3009.47,87.96
2025-10-27,Unit 1,901.7,455.65,2945.9,87.42
2025-10-27,Unit 2,820.73,450.72,2936.66,86.8
2025-10-27,Unit 3,888.61,449.98,2930.65,87.21
2025-10-28,Unit 1,934.48,460.45,2989.92,87.03
2025-10-28,Unit 2,994.53,462.87,2980.21,87.57
2025-10-28,Unit 3,766.0,456.46,2964.57,88.65
2025-10-29,Unit 1,958.88,459.58,2975.86,86.29
2025-10-29,Unit 2,1028.39,457.04,2989.52,87.2
2025-10-29,Unit 3,893.4,446.72,2923.52,88.36
2025-10-30,Unit 1,1007.48,457.79,2972.75,88.74
2025-10-30,Unit 2,1087.35,454.22,2959.44,89.32
2025-10-30,Unit 3,1020.66,455.61,2970.71,87.39
2025-10-31,Unit 1,954.88,451.57,2940.36,87.6
2025-10-31,Unit 2,1035.05,457.72,2967.1,87.31
2025-10-31,Unit 3,814.6,462.85,2998.39,87.83
2025-11-01,Unit 1,911.31,462.6,3009.34,88.65
2025-11-01,Unit 2,974.44,451.72,2911.01,87.77
2025-11-01,Unit 3,933.21,454.48,2947.38,87.16
